texto_acordao,
"
Vistos, relatados e discutidos estes autos, concordando com o posicionamento do MPJTC, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da incidência da prescrição decenal da pretensão punitiva e ressarcitória desta Corte de Contas acerca das possíveis impropriedades materiais e formais apuradas nos autos, conforme previsto no art. 170 da LCE nº 464/2012, e, por conseguinte, pelo ARQUIVAMENTO dos presentes autos.",
"Vistos, relatados e discutidos estes autos, concordando plenamente com o posicionamento do Corpo Técnico da DAD, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar, com resolução de mérito, pelo reconhecimento da incidência da prescrição decenal da pretensão punitiva desta Corte de Contas, conforme previsto no artigo 170, caput, da LCE nº 464/2012 c/c o Tema de Repercussão Geral nº 899 do STF.

ACORDAM, no sentido de que se recomende à Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas;

ACORDAM, ainda, pelo arquivamento do processo após o trânsito em julgado do acórdão;

Por fim, em não estando presentes quaisquer das hipóteses do artigo 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte.",
"Vistos, relatados e discutidos estes autos, em consonância com o entendimento do Ministério Público de Contas, tratando-se de matéria de ordem pública, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da ocorrência da PRESCRIÇÃO QUINQUENAL da pretensão punitiva e ressarcitória desta Corte de Contas, e pelo consequente ARQUIVAMENTO do feito, nos termos do art. 111, caput, da Lei Complementar Estadual nº 464/2012.

ACORDAM, ainda, pelo envio de cópia dos autos ao Ministério Público Estadual, para conhecimento e atuação no âmbito de sua competência.

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte.",
"Vistos, relatados e discutidos estes autos, em consonância com o entendimento do Corpo Técnico e do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo arquivamento da presente representação, nos termos do art. 80, §1º c/c art. 90, inciso I, da Lei Complementar Estadual nº 464/2012, bem como pela retirada do caráter sigiloso, nos moldes do art. 295, parágrafo único, do RITCE.

Após, à Diretoria de Expediente – DE, para expedição de intimação ao MPJTC, à Representante Almeida Farmacêutica Ltda., e em seguida, diretamente para arquivamento e baixa na distribuição.",
"
Vistos, relatados e discutidos estes autos, em consonância com a manifestação do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da incidência da prescrição da pretensão executória deste Tribunal de Contas, nos termos do art. 115 da LCE 464/2012, sobre a penalidade de multa imposta no Acórdão nº 131/2013– TC da 1ª Câmara, com o consequente arquivamento do feito.",
"
Vistos, relatados e discutidos estes autos, acolhendo a manifestação do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da prescrição da pretensão executória deste Tribunal de Contas atinente à penalidade de multa e à obrigação de ressarcimento por dano ao erário imputada conforme Acórdão nº 151/2013-TCE, disciplinada no art. 115, caput, da LCE 464/2012, extensivamente, como também amparada no Tema de Repercussão geral nº 899 do STF, e posterior arquivamento dos autos.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, acolhendo integralmente o voto do Conselheiro Relator, julgar: 

a)	pela DENEGAÇÃO do registro do ato concessivo de aposentadoria em foco, nos termos do artigo 53, inciso III, da Constituição Estadual e do artigo 1º, inciso III, da Lei Complementar nº 464/2012, visto que ainda persistem irregularidades nos autos, com relação a ausência de documentos essenciais a análise do pleito, as quais maculam a aprovação da matéria;

b)	pela APLICAÇÃO DE MULTA no valor de R$1.100,00 (mil e cem reais) ao diretor presidente responsável pelo Fundo de Seguridade Social de Macau - MACAUPREV, à época dos fatos, o senhor João Batista Bezerra Filho,  nos termos do artigo 107, inciso II, alínea “e”, da Lei Complementar Estadual nº 464/12 c/c o artigo 323, inciso II, alínea `e`, do Novel Regimento Interno desta Casa, pelo não cumprimento à diligência complementar determinada por esta relatoria, tampouco justificativa do seu não atendimento; 

c)	pela INTIMAÇÃO do senhor João Batista Bezerra Filho, autoridade responsável, à época, pelo MACAUPREV; a interessada, a senhora Francisca Maria Ferreira Lopes, bem como o MACAUPREV, no seu atual gestor, a fim de que tomem conhecimento desta Decisão e, se for o caso, apresentem recurso no prazo regimental. 

d)	pela DETERMINAÇÃO ao órgão previdenciário, no seu atual gestor, após o trânsito em julgado, no prazo de 30 (trinta) dias, para que regularize a situação noticiada nos autos, sob pena de sanção pecuniária prevista no artigo 107, inciso II, alínea `f`, da Lei Complementar Estadual nº 464/2012.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, acolhendo integralmente o voto do Conselheiro Relator, julgar: 

a)	pela DENEGAÇÃO do registro do ato concessivo de aposentadoria em foco, nos termos do artigo 53, inciso III, da Constituição Estadual e do artigo 1º, inciso III, da Lei Complementar nº 464/2012, visto que ainda persistem irregularidades nos autos, com relação a ausência de documentos essenciais a análise do pleito, as quais maculam a aprovação da matéria;

b)	pela APLICAÇÃO DE MULTA no valor de R$1.100,00 (mil e cem reais) ao diretor presidente responsável pelo Fundo de Seguridade Social de Macau - MACAUPREV, à época dos fatos, o senhor João Batista Bezerra Filho,  nos termos do artigo 107, inciso II, alínea “e”, da Lei Complementar Estadual nº 464/12 c/c o artigo 323, inciso II, alínea `e`, do Novel Regimento Interno desta Casa, pelo não cumprimento à diligência complementar determinada por esta relatoria, tampouco justificativa do seu não atendimento; 

c)	pela INTIMAÇÃO do senhor João Batista Bezerra Filho, autoridade responsável, à época, pelo MACAUPREV; a interessada, a senhora Francisca Maria Ferreira Lopes, bem como o MACAUPREV, no seu atual gestor, a fim de que tomem conhecimento desta Decisão e, se for o caso, apresentem recurso no prazo regimental. 

d)	pela DETERMINAÇÃO ao órgão previdenciário, no seu atual gestor, após o trânsito em julgado, no prazo de 30 (trinta) dias, para que regularize a situação noticiada nos autos, sob pena de sanção pecuniária prevista no artigo 107, inciso II, alínea `f`, da Lei Complementar Estadual nº 464/2012.
",
"Vistos, relatados e discutidos estes autos, considerando a manifestação emitida pelo Corpo Técnico e parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar de ofício pelo reconhecimento da preliminar de mérito da ocorrência da prescrição quinquenal da pretensão punitiva e ressarcitória desta Corte de Contas, e pelo consequente arquivamento do feito, nos termos do art. 111, caput, da Lei Complementar nº 464/2012 cumulado com o Tema 899 de Repercussão Geral do Superior Tribunal Federal.

ACORDAM, ainda, pelo envio de cópia das principais peças dos autos ao Ministério Público Estadual, para conhecimento e atuação no âmbito de sua competência.

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte.",
"Vistos, relatados e discutidos estes autos, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 

a)	pela APLICAÇÃO DE MULTA no valor de R$1.100,00 (mil e cem reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 1637/2020-TC). 

b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 

c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação do voto, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012.

d)	Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente no voto.",
"Vistos, relatados e discutidos estes autos, com fulcro nos fatos e fundamentos explanados e por se tratar de um caso análogo quanto à matéria, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar da maneira que se segue:

I – pela EXTINÇÃO DO PROCESSO SEM A RESOLUÇÃO DO MÉRITO, nos termos do artigo 312, §4º, do Regimento Interno desta Casa e, consequentemente, pelo arquivamento dos autos, ressalvada a análise da matéria no processo de pensão por morte;

II – pela NOTIFICAÇÃO ao Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, no seu atual gestor, estipulando o prazo de 60 (sessenta) dias, nos termos do artigo 96, inciso IV, da Lei Complementar nº 464/2012, para que providencie a remessa do respectivo processo de pensão por morte a esta Corte de Contas para análise do feito, sob pena de imputação de multa a autoridade competente, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa. 

III – Por fim, ressaltando que o processo de pensão por morte deve ser protocolado em apartado, recebendo numeração própria. O presente feito, portanto, deve ser apensado aos autos da pensão por morte correlata, ainda não remetida a esta Corte, para subsidiar a análise da regularidade dos pagamentos deferidos ao conjunto de dependentes da parte interessada.",
"Vistos, relatados e discutidos estes autos, em consonância com o posicionamento do MPJTC, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da ausência dos pressupostos de constituição e de desenvolvimento válido e regular do processo, nos termos do art. 71 da LOTCE, devendo-se proceder, em decorrência, com o ARQUIVAMENTO do feito, conforme previsto nas normas acima referidas. 
	
ACORDAM, ainda, pelo envio de cópia das principais peças dos autos ao Ministério Público Estadual, para conhecimento e atuação no âmbito de sua competência.

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte",
