token,label_original,label_sugerido,confianca,sentenca_idx,contexto
valor,O,I-MULTA,0.8288732581981167,196,"de multa no valor de R$ 21.600,00"
peça,I-RECOMENDACAO,O,0.9443390553560175,287,endereço constante na peça encartada ao Evento
cunho,I-MULTA,O,0.9964149028807185,93,às irregularidades de cunho formal não elididas
devidamente,I-OBRIGACAO,O,0.7029759422061908,491,"464/2012, com valor devidamente atualizado pela portaria"
no,I-RESSARCIMENTO,I-MULTA,0.9427410300359332,781,"débito, com fulcro no artigo 102, inciso"
e,I-MULTA,O,0.9617630161112283,594,"Sra. Hosanira Galvão, e o Município de"
cópia,I-RESSARCIMENTO,O,0.9639292100428904,833,"em julgado, encaminhe-se cópia desta decisão ao"
do,O,I-OBRIGACAO,0.7089128250696733,701,promova a regularização do quadro de pessoal
promova,O,I-OBRIGACAO,0.8258228345142717,701,a Administração Pública promova a regularização do
Complementar,O,I-MULTA,0.7514073518707158,810,todos da Lei Complementar nº 121/94;
o,I-RESSARCIMENTO,O,0.9895740204906014,831,"atualizado, bem assim o dever de representação"
gradação,O,I-MULTA,0.7331538948332642,617,"da LOTCE, na gradação máxima a que"
(dois,O,I-MULTA,0.9871357414181807,717,"de R$ 2.800,00 (dois mil e oitocentos"
retificação,I-OBRIGACAO,O,0.9962092189544632,561,"464/12, proceda a retificação das imprecisões ora"
concurso,I-OBRIGACAO,O,0.9835288188363807,671,deu aprovação no concurso público da parte
"anuais,",O,I-MULTA,0.7632530596868834,196,"dos seus vencimentos anuais, conforme previsão do"
com,I-OBRIGACAO,O,0.8002661425935291,491,"Complementar n.º 464/2012, com valor devidamente atualizado"
no,O,I-MULTA,0.9906317179906615,196,penalidade de multa no valor de R$
"Município,",I-OBRIGACAO,O,0.9890914265598801,491,"de pessoal do Município, excluindo os cargos"
nº,I-RESSARCIMENTO,O,0.9883961635367092,856,da Lei Complementar nº 121/94.
fulcro,O,I-MULTA,0.7627867587758391,810,"do débito, com fulcro no art. 78,"
da,I-MULTA,O,0.9962303753004822,93,examinadas à luz da circunstância jurídica da
da,I-RESSARCIMENTO,O,0.8562522694388215,831,em ilícito penal da conduta do responsável
dias,O,I-OBRIGACAO,0.9757577779685164,701,(cento e vinte) dias para que a
fins,I-RESSARCIMENTO,O,0.9806510627695084,831,"Público Estadual para fins de apuração, no"
da,I-MULTA,O,0.9941324960602493,430,"ainda, pela decretação da extinção da punibilidade"
"107,",O,I-MULTA,0.9498086195380135,717,"arrimo no art. 107, inciso II, alínea"
do,O,I-MULTA,0.8866912153620758,717,dados por meio do SIAI-DP referentes ao
cento),I-RESSARCIMENTO,O,0.7875106978202057,859,60% (sessenta por cento) com a remuneração
dados,O,I-MULTA,0.9689749242141302,717,ao TCE/RN de dados por meio do
Lei,O,I-MULTA,0.9347336559770333,717,"alínea “f”, da Lei Complementar Estadual n.º"
"colegiada,",I-OBRIGACAO,O,0.9946910570231258,616,"julgado da decisão colegiada, nos termos do"
Resolução,O,I-MULTA,0.867532898616458,717,"art. 6º, da Resolução n.º 022/2020 –"
de,O,I-MULTA,0.9851448652199216,717,"ao 3º mês de 2022, com arrimo"
Não,I-RECOMENDACAO,O,0.8231845569929599,506,se afastaram: I. Não remessa da Demonstração
DE,I-MULTA,O,0.9957947806223005,93,"CLAY ALCÂNTARA SILVA DE MEDEIROS, quanto às"
da,I-OBRIGACAO,O,0.9959299830725307,671,no concurso público da parte interessada em
"primariedade,",I-MULTA,O,0.9954564876719401,93,"circunstância jurídica da primariedade, o que afasta"
Ministério,I-OBRIGACAO,O,0.9959314324685729,354,"dos autos ao Ministério Público Estadual, para"
cópia,I-OBRIGACAO,O,0.8960139532273692,616,imediata remessa de cópia do Acórdão ora
remetam-se,I-RESSARCIMENTO,O,0.9952724591493589,781,"trânsito em julgado, remetam-se os autos ao"
cargos,O,I-OBRIGACAO,0.7745209327244728,701,"Município, excluindo os cargos acumulados. c) E"
das,O,I-MULTA,0.9922588550575697,716,a este Tribunal das Contas Anuais de
do,I-RESSARCIMENTO,O,0.8852768614523953,859,"com a remuneração do magistério, de ausência"
(cem,O,I-MULTA,0.9856333183920678,810,equivalente a 100% (cem por cento) do
fulcro,I-RESSARCIMENTO,I-MULTA,0.7949120821113428,781,"do débito, com fulcro no artigo 102,"
n°,O,I-MULTA,0.9770224514521909,716,"VII, da Resolução n° 012/2016-TCE. Por fim,"
somente,I-MULTA,O,0.9439242053695898,858,"Contas do Estado, somente poderá(ão) ser quitada(s)"
da,O,I-MULTA,0.9913874107071068,715,"“a” e “b”, da LOTCE, na gradação"
Tribunal,I-MULTA,O,0.7660922409630823,858,por decisão deste Tribunal de Contas do
com,I-RESSARCIMENTO,I-MULTA,0.8679227267119861,781,"atualizado do débito, com fulcro no artigo"
Resolução,I-OBRIGACAO,O,0.9631355522218842,779,"Tribunal, aprovado pela Resolução nº. 09/12 -"
valor,O,I-MULTA,0.9875117475255706,717,"apuração, multa no valor de R$ 2.800,00"
"102,",O,I-MULTA,0.9896358807511666,810,"com o art. 102, inciso I, todos"
pagamento,I-MULTA,O,0.9413593226670327,858,"ser quitada(s) mediante pagamento de guias bancárias,"
o,I-OBRIGACAO,O,0.9945375099633772,354,ela vinculadas. Determinar o envio de cópia
de,O,I-MULTA,0.9879475536544474,716,"no valor total de R$ 1.100,00 (mil"
do,O,I-MULTA,0.8419011004560384,196,"anuais, conforme previsão do artigo 5º, inciso"
artigo,I-RESSARCIMENTO,I-MULTA,0.8896992363152083,781,"com fulcro no artigo 102, inciso I,"
fixação,I-OBRIGACAO,O,0.7983001974603768,491,Medeiros; b) Pela fixação de prazo de
Henrique,B-MULTA,O,0.8756589690246199,278,"o responsável, Sr. Henrique Eufrásio de Santana"
representação,B-OBRIGACAO,I-OBRIGACAO,0.7404690917478333,398,"E, ainda, pela representação ao Poder competente,"
Acórdão,I-RESSARCIMENTO,O,0.9782338934628417,856,ressaltando-se que o Acórdão guerreado fica mantido
nove,I-OBRIGACAO,I-RESSARCIMENTO,0.8804369848121744,818,"e setenta e nove centavos), aos professores"
R$,O,I-MULTA,0.981856111147582,717,"no valor de R$ 2.800,00 (dois mil"
"2022,",O,I-MULTA,0.9890830537070043,717,"3º mês de 2022, com arrimo no"
Por,I-OBRIGACAO,O,0.9874162583817432,491,"cargos acumulados. c) Por derradeiro, ainda, na"
Público,I-RESSARCIMENTO,O,0.9477610531410519,831,representação ao Ministério Público Estadual para fins
e,I-OBRIGACAO,I-RESSARCIMENTO,0.8938494271347284,818,"reais e setenta e nove centavos), aos"
valor,O,I-MULTA,0.9524544083607426,716,da multa no valor total de R$
e,I-OBRIGACAO,I-RESSARCIMENTO,0.9724365158639282,818,dezoito mil quatrocentos e vinte reais e
do,I-RECOMENDACAO,O,0.9674111047818538,522,RECOMENDAR ao Chefe do Poder Executivo para
setenta,I-OBRIGACAO,I-RESSARCIMENTO,0.9697041124609017,818,"vinte reais e setenta e nove centavos),"
divulgação,O,I-MULTA,0.8141795838178952,196,pela omissão na divulgação do RGF do
inciso,O,I-MULTA,0.9838770232533337,717,"no art. 107, inciso II, alínea “f”,"
Gustavo,I-MULTA,O,0.8005396898356888,104,"gestor responsável, Ciro Gustavo Alves Bezerra, pela"
atual,O,I-OBRIGACAO,0.8449527798168526,215,"Norte-RN, e ao atual gestor, o Sr."
de,O,I-MULTA,0.9917704039822134,716,"referentes ao exercício de 2022, uma vez"
do,I-RESSARCIMENTO,I-MULTA,0.9752904420441583,781,"do valor atualizado do débito, com fulcro"
(dez,I-RESSARCIMENTO,I-MULTA,0.976778766484545,781,equivalente a 10% (dez por cento) do
conduta,I-RESSARCIMENTO,O,0.9308283009408093,831,ilícito penal da conduta do responsável pelas
conforme,I-RECOMENDACAO,O,0.9324916282387707,287,"Gustavo Montenegro Soares, conforme endereço constante na"
"2º,",I-RECOMENDACAO,O,0.8709387887252608,287,"art. 19, § 2º, da Resolução nº"
atuação,I-OBRIGACAO,O,0.9952831407591664,354,para conhecimento e atuação no âmbito de
(cento,O,I-OBRIGACAO,0.6926524693762607,701,prazo de 120 (cento e vinte) dias
ao,I-MULTA,O,0.7298291820577792,855,seguintes multas: 1- ao Sr. Carlos Antônio
recomendar,B-RECOMENDACAO,I-RECOMENDACAO,0.5805982603404444,760,do Acórdão; 3) recomendar à Secretaria de
de,I-OBRIGACAO,O,0.9947320939854445,616,o Parquet Estadual de que a íntegra
do,I-RECOMENDACAO,O,0.9047709499126543,638,pertientes à apuração do fato relativo à
vinte,I-OBRIGACAO,I-RESSARCIMENTO,0.8457081527425775,818,mil quatrocentos e vinte reais e setenta
30%,O,I-MULTA,0.9819141219636337,196,valor equivalente a 30% (trinta por cento)
de,O,I-MULTA,0.987237511505017,717,remessa ao TCE/RN de dados por meio
"apuração,",I-RESSARCIMENTO,O,0.9187899498391636,831,"para fins de apuração, no âmbito de"
"meses,",O,I-OBRIGACAO,0.7547041155891359,215,"de 18 (dezoito) meses, a contar da"
Ministério,I-RESSARCIMENTO,O,0.9188063493343399,831,de representação ao Ministério Público Estadual para
e,I-OBRIGACAO,I-RESSARCIMENTO,0.9649998490544598,818,e vinte reais e setenta e nove
mantido,I-RESSARCIMENTO,O,0.9862269560490231,856,Acórdão guerreado fica mantido em seus demais
do,I-RESSARCIMENTO,I-MULTA,0.9409735082513686,781,(dez por cento) do valor atualizado do
do,O,I-MULTA,0.990473621659044,196,omissão na divulgação do RGF do 2º
ser,I-MULTA,O,0.9797344061724829,858,"Estado, somente poderá(ão) ser quitada(s) mediante pagamento"
todos,O,I-MULTA,0.9865475975631216,810,"102, inciso I, todos da Lei Complementar"
exercício,O,I-MULTA,0.6957335392667622,196,"2º semestre do exercício de 2013, valor"
alínea,O,I-MULTA,0.9417206157036991,717,"107, inciso II, alínea “f”, da Lei"
seu,I-MULTA,O,0.9495079508104022,430,em razão do seu falecimento no dia
que,O,I-OBRIGACAO,0.9732438045868662,701,vinte) dias para que a Administração Pública
descumprida,O,I-MULTA,0.9875100924693871,716,"2022, uma vez descumprida a obrigação objetiva"
pela,I-OBRIGACAO,O,0.7110001928043114,491,valor devidamente atualizado pela portaria vigente.
oitocentos,O,I-MULTA,0.9593746476830551,717,"(dois mil e oitocentos reais), ante o"
Lima,O,I-MULTA,0.7891809294518393,716,"Sr. Bruno de Lima de Sena, gestor"
"centavos),",I-OBRIGACAO,I-RESSARCIMENTO,0.8303560398872551,818,"setenta e nove centavos), aos professores do"
181;,I-RESSARCIMENTO,I-MULTA,0.9806744169665421,836,"121, 150 e 181; 3. Multa na"
n.º,I-MULTA,O,0.994882675702402,369,dispositivos do Acórdão n.º 199/2016-1.ª Câmara.
"reais),",O,I-MULTA,0.985792083088315,717,"mil e oitocentos reais), ante o atraso"
medida,B-OBRIGACAO,O,0.8038531476212023,230,pela confirmação da medida de proibição ao
de,I-OBRIGACAO,O,0.7112240465259099,561,que o Instituto de Previdência dos Servidores
n°,O,I-MULTA,0.9890196586574934,716,"da referida Resolução n° 012/2016, em razão"
a,O,I-MULTA,0.6986311243074934,715,na gradação máxima a que se refere
SIAI-DP,O,I-MULTA,0.987285716943297,717,por meio do SIAI-DP referentes ao 3º
120,O,I-OBRIGACAO,0.7535397587060857,701,de prazo de 120 (cento e vinte)
João,B-OBRIGACAO,I-OBRIGACAO,0.7047202327929641,215,"gestor, o Sr. João Maria Montenegro, para"
Carlindson,O,I-MULTA,0.804135060240138,715,"do responsável, Sr. Carlindson Onofre Pereira de"
guia,I-RESSARCIMENTO,O,0.9410935739858497,859,"de ausência de guia de tombamento, de"
"2.800,00",O,I-MULTA,0.9815719440339233,717,"valor de R$ 2.800,00 (dois mil e"
quitada(s),I-MULTA,O,0.9213273868954663,858,somente poderá(ão) ser quitada(s) mediante pagamento de
enquadramento,I-RESSARCIMENTO,O,0.8161361309142832,831,"competência, do possível enquadramento em improbidade administrativa"
representação,I-RESSARCIMENTO,O,0.973272385913619,831,o dever de representação ao Ministério Público
reais,I-OBRIGACAO,I-RESSARCIMENTO,0.9754593142914222,818,quatrocentos e vinte reais e setenta e
do,I-OBRIGACAO,O,0.9938405687925048,779,"decisão, a intimação do órgão de origem"
pelo,I-RESSARCIMENTO,O,0.9460767137095482,859,"ausência de licitação, pelo que aplico a"
CLAY,I-MULTA,O,0.6993244334898685,93,do Sr. SAINT CLAY ALCÂNTARA SILVA DE
"“b”,",O,I-MULTA,0.988818847792301,715,"art. 31, I, “b”, da Resolução nº"
do,I-OBRIGACAO,O,0.9942118776724018,561,presentes nas manifestações do Corpo Técnico e
in,I-RESSARCIMENTO,O,0.931352714985734,859,"figura da reformatio in pejus, acrescento as"
uma,O,I-MULTA,0.7717319519299848,716,"exercício de 2022, uma vez descumprida a"
"responsável,",O,I-OBRIGACAO,0.9445047555560645,215,"e ao gestor responsável, o Sr. João"
a,I-RESSARCIMENTO,I-MULTA,0.9637950600270286,781,de multa equivalente a 10% (dez por
imprecisões,I-OBRIGACAO,O,0.7408812741689049,561,a retificação das imprecisões ora identificadas e
ao,O,I-OBRIGACAO,0.787850221566319,215,"do Norte-RN, e ao atual gestor, o"
RECOMENDAR,B-RECOMENDACAO,O,0.6066881044775304,777,em apreço; b) RECOMENDAR ao gestor responsável
"débito,",I-RESSARCIMENTO,I-MULTA,0.9697700486865304,781,"valor atualizado do débito, com fulcro no"
no,O,I-MULTA,0.9727894820712554,810,aplicação de multa no equivalente a 100%
pagamento,I-OBRIGACAO,O,0.991900673556856,779,todo e qualquer pagamento decorrente do ato
18,O,I-OBRIGACAO,0.9565074977324367,215,"do prazo de 18 (dezoito) meses, a"
de,O,I-MULTA,0.9797124209305241,717,"multa no valor de R$ 2.800,00 (dois"
da,O,I-MULTA,0.8362186597004528,617,"“a” e “b”, da LOTCE, na gradação"
atual,O,I-OBRIGACAO,0.9587697572921678,215,"e ao seu atual gestor, o Sr."
das,O,I-MULTA,0.7072408830122465,617,"responsável, Sr. Francisco das Chagas Eufrásio Vieira"
liberado,I-RECOMENDACAO,O,0.9218534880109787,368,tão logo seja liberado o Município do
do,I-OBRIGACAO,O,0.7002512988663607,561,Servidores do Estado do Rio Grande do
"I,",O,I-MULTA,0.9887528641652122,715,"o art. 31, I, “b”, da Resolução"
R$,I-RESSARCIMENTO,I-MULTA,0.9771103243852908,836,"na quantia de R$ 14.000,00 (quatorze mil)"
e,I-RESSARCIMENTO,I-MULTA,0.92704641032189,836,"091, 121, 150 e 181; 3. Multa"
em,O,I-MULTA,0.9901176755711079,716,"Resolução n° 012/2016, em razão do atraso"
para,O,I-OBRIGACAO,0.970201361474882,701,e vinte) dias para que a Administração
assim,I-RESSARCIMENTO,O,0.9846972615233257,831,"ser atualizado, bem assim o dever de"
Complementar,I-OBRIGACAO,O,0.9656912109832458,491,"f, da Lei Complementar n.º 464/2012, com"
Complementar,O,I-MULTA,0.9456884151835085,717,"“f”, da Lei Complementar Estadual n.º 464/2012,"
da,I-OBRIGACAO,O,0.9911635431240085,616,"75, § 3º, da LCE nº 464/2012,"
Município,I-MULTA,O,0.917159781334971,594,"Galvão, e o Município de Goianinha ,"
"dias,",O,I-OBRIGACAO,0.8108457360089413,215,"de 60 (sessenta) dias, a contar da"
"centavos),",O,I-RESSARCIMENTO,0.848122302403106,807,"reais e oitenta centavos), a ser devidamente"
Fogo,O,I-MULTA,0.9103640021315565,630,de Rio do Fogo no período de
falecimento,I-MULTA,O,0.9433557158072875,430,"razão do seu falecimento no dia 19/10/2020,"
ora,I-RESSARCIMENTO,O,0.8895520034201533,831,"responsável pelas contas, ora recorrente."
"2022,",O,I-MULTA,0.9895098678718373,716,"ao exercício de 2022, uma vez descumprida"
por,O,I-MULTA,0.9839777122507026,196,a 30% (trinta por cento) dos seus
ao,I-OBRIGACAO,O,0.6977890833869405,779,multa e ressarcimento ao erário das quantias
Francisco,B-MULTA,I-MULTA,0.7167613660861207,647,"impondo-se ao Sr. Francisco Luã Costa, gestor"
"contas,",I-RESSARCIMENTO,O,0.9914661784006982,856,"pela irregularidade das contas, nos termos do"
nº.,I-OBRIGACAO,O,0.7189660282168958,779,aprovado pela Resolução nº. 09/12 - TCERN.
inciso,I-RESSARCIMENTO,I-MULTA,0.7442045177349306,781,"no artigo 102, inciso I, da Lei"
"“b”,",O,I-MULTA,0.9878945076549928,715,"II, “a” e “b”, da LOTCE, na"
seu,O,I-OBRIGACAO,0.9170039790296204,215,"Norte-RN, e ao seu atual gestor, o"
Sr.,O,I-MULTA,0.9349485855875919,617,"desfavor do responsável, Sr. Francisco das Chagas"
da,O,I-MULTA,0.9792652212640087,717,"II, alínea “f”, da Lei Complementar Estadual"
de,O,I-MULTA,0.982590464154493,430,"ao 5º Bimestre de 2008, multa de"
de,I-RESSARCIMENTO,I-MULTA,0.9864009919260771,836,"Ressarcimentos na quantia de R$ 14.000,00 (quatorze"
o,I-OBRIGACAO,O,0.993225292881281,671,I. • corrigir o ato aposentador no
Casa.,I-OBRIGACAO,I-MULTA,0.7103126600362826,336,Regimento Interno desta Casa.
mil,O,I-RESSARCIMENTO,0.9568836784630719,792,"R$ 1.778,28 (um mil setecentos e setenta"
do,I-RECOMENDACAO,O,0.9884853425873806,638,"acerca do teor do presente voto, para"
2º,O,I-MULTA,0.9897278423001842,196,do RGF do 2º semestre do exercício
a,O,I-OBRIGACAO,0.971704261410488,701,dias para que a Administração Pública promova
o,O,I-OBRIGACAO,0.9425638737629009,215,"ao atual gestor, o Sr. João Maria"
a,I-OBRIGACAO,O,0.9926994204029767,616,Estadual de que a íntegra do processo
excluem,I-OBRIGACAO,O,0.8521112103295106,522,"deste Parecer não excluem o julgamento, por"
noventa,I-MULTA,I-RESSARCIMENTO,0.96663634036122,223,mil oitocentos e noventa e sete reais
julgado,I-OBRIGACAO,O,0.9924200206376179,616,"do trânsito em julgado da decisão colegiada,"
e,I-MULTA,I-RESSARCIMENTO,0.940962205389737,223,"reais e noventa e cinco centavos), em"
do,O,I-OBRIGACAO,0.8071149499416782,202,"dias, nos termos do artigo 96, inciso"
"dias,",O,I-OBRIGACAO,0.977654298158591,202,"de 60 (sessenta) dias, nos termos do"
"gestor,",O,I-OBRIGACAO,0.9791737408084883,215,"ao seu atual gestor, o Sr. João"
do,I-OBRIGACAO,O,0.9785548280236883,616,consulta no site do Tribunal; 3) que
oitocentos,I-MULTA,I-RESSARCIMENTO,0.9759413218977186,223,"R$5.897,95 (cinco mil oitocentos e noventa e"
extinção,I-MULTA,O,0.9904400870014433,430,pela decretação da extinção da punibilidade do
"IV,",O,I-OBRIGACAO,0.8364572192696206,202,"artigo 96, inciso IV, da Lei Complementar"
mediante,I-MULTA,O,0.9838585649941601,858,poderá(ão) ser quitada(s) mediante pagamento de guias
"107,",O,I-MULTA,0.9892355907587952,715,"fundamento no art. 107, II, “a” e"
"“b”,",O,I-MULTA,0.9390849828650926,617,"art. 31, I, “b”, da Resolução nº"
seja,I-RECOMENDACAO,O,0.9801747693403207,368,aumentadas tão logo seja liberado o Município
irregularidades,I-RESSARCIMENTO,O,0.9746195447867867,859,"pejus, acrescento as irregularidades de não aplicação"
"II,",O,I-MULTA,0.9862428263592256,717,"art. 107, inciso II, alínea “f”, da"
nos,O,I-OBRIGACAO,0.9696970347453449,202,"60 (sessenta) dias, nos termos do artigo"
do,O,I-OBRIGACAO,0.9155046715002673,202,"responsável, nos termos do artigo 110, da"
ora,I-OBRIGACAO,O,0.9690543394440196,561,retificação das imprecisões ora identificadas e envio
nos,O,I-OBRIGACAO,0.9591533416394349,202,"ao gestor responsável, nos termos do artigo"
Instituto,I-OBRIGACAO,O,0.8142666852901691,561,para que o Instituto de Previdência dos
artigo,O,I-OBRIGACAO,0.7320225255319125,202,"nos termos do artigo 96, inciso IV,"
pelas,I-RESSARCIMENTO,O,0.9910641870418708,859,"ali contidas. Ademais, pelas razões já expostas,"
cientificando,I-OBRIGACAO,O,0.9920215937749465,616,"LCE nº 464/2012, cientificando o Parquet Estadual"
intimação,O,I-OBRIGACAO,0.7443599650562045,215,"a contar da intimação desta decisão, ao"
Público,I-OBRIGACAO,O,0.9924355268197572,354,"autos ao Ministério Público Estadual, para conhecimento"
